CID,CCS [A^2],Adduct,Additional_Info,Source,Reference,SMILES
763,124.8,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(C(=O)O)N=C(N)N
5870,164.3,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
6047,148.7,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
112072,154.1,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN
802,136.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
92832,142.3,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC(=O)NCCCC[C@@H](C(=O)O)N
5886,230.9,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
14180,165.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N
6013,172.7,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
135398579,152.8,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C[C@@H](C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O
1054,134.6,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC1=NC=C(C(=C1O)CO)CO
4971,241.4,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
493570,188.3,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
5819,216.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N
5280335,186,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
8955,174,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
638072,210.9,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C
5920,209.7,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
91486,188,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O
160556,159.8,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N
445675,208.8,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
736715,134.1,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=C(NC=N1)/C=C/C(=O)O
6238,183.4,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
76900,127,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=NC2=NC(=O)NC(=C2N1)N
3032849,135.1,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(C[C@@H](C(=O)O)N)[C@H](CN)O
10104953,146.7,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(CSCC(C(=O)O)N)[C@@H](C(=O)O)N
135449517,153.5,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C[C@H]([C@H](C1=CN=C2C(=N1)C(=O)NC(=N2)N)O)O
64969,134.1,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CN1C=NC=C1C[C@@H](C(=O)O)N
8468,136.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,COC1=C(C=CC(=C1)C(=O)O)O
469,134.4,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(CC(C(=O)O)N)CC(=O)O
5957,196.4,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
137319715,123.4,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CN1CC(=O)NC1=N
114935,257.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O
10010,157.9,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C(CSSCCC(C(=O)O)N)C(C(=O)O)N
123675,198.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I
16058087,338.2,[M+H]+,"CCS Type: DT, Method: single field calibrated with Agilent tune mix (Agilent)",CCSbase,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
